"","V1","V2"
"1",5.60001060224478,-0.970032177983579
"2",5.60000746706412,-0.969995192290075
"3",5.60000736868498,-0.96999777352164
"4",5.59998568774813,-0.970006473771046
"5",5.6000071559271,-0.969992055671072
"6",5.60001256211641,-0.970007528900813
"7",5.59997682574611,-0.970017510506318
"8",5.60000597899672,-0.970005510444628
"9",5.60000026871346,-0.969980765985644
"10",5.59998992634598,-0.970011910912378
"11",5.5999999850293,-0.969994206703976
"12",5.59999844690458,-0.969996259875151
"13",5.5999979934261,-0.970007623518048
"14",5.59998890389493,-0.969989677140044
"15",5.6000061285844,-0.969971022705788
"16",5.60001128278073,-0.970004335838877
"17",5.59999930545348,-0.970013993060358
"18",5.60000856114733,-0.969984534592179
"19",5.59999187638154,-0.970004232665346
"20",5.60000557883952,-0.969981562186857
"21",5.60000849408433,-0.970000689756751
"22",5.60000081129605,-0.969999086083018
"23",5.60000733767934,-0.970002700459823
"24",5.59998805243987,-0.970025151258622
"25",5.60000686926583,-0.969982403902666
"26",5.60001134285179,-0.970011771315597
"27",5.60000473943525,-0.970021268000921
"28",5.59998518833943,-0.969983726945698
"29",5.60000555278252,-0.970005154198271
"30",5.60000425550822,-0.969977428534189
"31",5.60001780808245,-0.97000309952157
"32",5.59999448610565,-0.970000314795341
"33",5.60000830902292,-0.970005739754962
"34",5.59997510775219,-0.969993318355097
"35",5.60000926845433,-0.970006051186749
"36",5.59999178890457,-0.97001063950488
"37",5.5999861933816,-0.969976701152717
"38",5.5999925703066,-0.97003316233922
"39",5.59997718243527,-0.970025141301647
"40",5.60000023053492,-0.9699890227528
"41",5.59998866017218,-0.96997096365271
"42",5.59998646663429,-0.969999246313551
"43",5.60000366908222,-0.970008259826174
"44",5.60000350023852,-0.969991055161626
"45",5.60002466215292,-0.970010862807314
"46",5.59998303716145,-0.970033664663697
"47",5.60001718122448,-0.969987105881781
"48",5.60001228911684,-0.969992085392629
"49",5.60000837923376,-0.969981786370236
"50",5.59999331470735,-0.970011028469991
"51",5.5999954322828,-0.97001664330244
"52",5.60000066580681,-0.96998116702513
"53",5.59999770218463,-0.969981137761772
"54",5.59998860027466,-0.969999820444496
"55",5.59998775127181,-0.970020521930896
"56",5.59999746510941,-0.9699835347789
"57",5.59999200216586,-0.970016252385797
"58",5.60000017581671,-0.97000358515483
"59",5.60002461490492,-0.969990011191786
"60",5.59998722848908,-0.970017337702263
"61",5.60000624590622,-0.970023319590189
"62",5.60002558427549,-0.970021805819768
"63",5.59999687600069,-0.969987022586741
"64",5.60001451778093,-0.970019250753186
"65",5.6000045803392,-0.970014470563346
"66",5.6000008936448,-0.969999592706741
"67",5.60001663122469,-0.970003378086933
"68",5.5999800223987,-0.969977909703708
"69",5.60002205711986,-0.970007383162055
"70",5.60000924002915,-0.970008098782248
"71",5.59998879909348,-0.969991529602835
"72",5.59998624100208,-0.96997709887647
"73",5.60001414177437,-0.96997931079016
"74",5.60001159171629,-0.969974245552763
"75",5.5999906583191,-0.970024046889024
"76",5.59998687090218,-0.970002139097759
"77",5.60000632549513,-0.96998700123565
"78",5.59996903824211,-0.969991785005363
"79",5.5999746336091,-0.96997622992509
"80",5.60000284176019,-0.970015745587941
"81",5.60001820769024,-0.969989906461298
"82",5.59998744218029,-0.969994584191404
"83",5.599999887278,-0.969984654434737
"84",5.59998902801959,-0.970002433021725
"85",5.60000334315201,-0.969990094112321
"86",5.60000732427447,-0.969979539359797
"87",5.60001677157454,-0.970025161994285
"88",5.59999977851295,-0.970010331043896
"89",5.59999685445813,-0.969983720141752
"90",5.60000152990401,-0.969989411787124
"91",5.6000071417061,-0.969961809437436
"92",5.6000144021149,-0.970000034225566
"93",5.60000609070395,-0.970018449930789
"94",5.59999097000429,-0.970024674908882
"95",5.60000980764217,-0.969999407819356
"96",5.60000631838418,-0.970021251720362
"97",5.59998693076135,-0.969982224195943
"98",5.60001553385322,-0.969983487352261
"99",5.60001665435343,-0.970006239515838
"100",5.59999649669123,-0.970025628832216
"101",5.60002439843513,-0.969988308460581
"102",5.59999674386343,-0.969986764785283
"103",5.60001826621515,-0.970029206314998
"104",5.59999462062127,-0.970012216497236
"105",5.59998929689553,-0.970021194742575
"106",5.60001581312006,-0.970036329624128
"107",5.59999516902501,-0.970002816355798
"108",5.60000017359185,-0.970021807741954
"109",5.59998928030468,-0.969990438492422
"110",5.60001401582076,-0.969989600520863
"111",5.5999945574153,-0.969993845001279
"112",5.59999141651621,-0.969998316922184
"113",5.60000039966412,-0.969993263810669
"114",5.60000956284862,-0.970022897929954
"115",5.59997973515279,-0.969994818048358
"116",5.60000935639451,-0.969984098253964
"117",5.60001657188483,-0.969978023789617
"118",5.59999424526432,-0.969993988942932
"119",5.59999382465277,-0.969992984641738
"120",5.59999893963535,-0.970011905840993
"121",5.60001622736014,-0.969997041827284
"122",5.60000770296679,-0.970017302498597
"123",5.59996891723358,-0.970013577298018
"124",5.59998364658903,-0.970014412352526
"125",5.6000059400084,-0.969973106628882
"126",5.59999745316692,-0.969976197399516
"127",5.59998919488338,-0.969991994078469
"128",5.59999640293362,-0.969986693129458
"129",5.59998184828761,-0.96999545165481
"130",5.59998789057582,-0.969988976040463
"131",5.60002750393549,-0.970002353424792
"132",5.60000326075265,-0.969991997289257
"133",5.6000050023583,-0.969991318080689
"134",5.60000842665426,-0.97002509140294
"135",5.59999851387624,-0.969986604655555
"136",5.59997912927509,-0.969996988246771
"137",5.60003703833695,-0.969997036085531
"138",5.60000676513721,-0.969993018596054
"139",5.60000340187057,-0.970001408725164
"140",5.59998813538539,-0.969991001236737
"141",5.60000913014679,-0.969991346795099
"142",5.60000378262933,-0.969992522491386
"143",5.59998193887962,-0.970002267140957
"144",5.59999680641118,-0.970006536426596
"145",5.59997989087728,-0.969999450465415
"146",5.60000290540338,-0.969996528192166
"147",5.60001566529502,-0.970011636178811
"148",5.59998552316246,-0.970003007326939
"149",5.6000189476572,-0.969993776514493
"150",5.60001107865478,-0.97002194582527
"151",5.59999362029498,-0.970019015742701
"152",5.59997844883778,-0.970011986395383
"153",5.59999922813024,-0.970005684432938
"154",5.60000743183298,-0.969998511979606
"155",5.59999109370263,-0.970003690080987
"156",5.60001656625015,-0.969977719555373
"157",5.59999760965066,-0.970008493202648
"158",5.59999682742722,-0.97000302658558
"159",5.60000707835003,-0.969981253550696
"160",5.60001181909584,-0.969996659629592
"161",5.59999666063501,-0.970002182343719
"162",5.60000631273662,-0.970000727726844
"163",5.59999465615869,-0.969999048593247
"164",5.59999481717229,-0.970001010502976
"165",5.59999298810399,-0.970018216060765
"166",5.59998613395917,-0.970008660861421
"167",5.59997374067828,-0.969987422357698
"168",5.59999550688774,-0.97000647362804
"169",5.59999457370316,-0.970020356285376
"170",5.60001813237118,-0.969991008601476
"171",5.60000524002617,-0.97001364602779
"172",5.60001212429083,-0.969985786672049
"173",5.60000382843467,-0.970001025357567
"174",5.60000492144154,-0.970001181207578
"175",5.60004782724462,-0.969987584863758
"176",5.60000765777923,-0.969995384328086
"177",5.59999898546915,-0.97000439882146
"178",5.60000425945452,-0.970029046493531
"179",5.60000759326764,-0.969999120652674
"180",5.60000126791902,-0.96999365125621
"181",5.60003317473118,-0.97001605679953
"182",5.59996604790866,-0.970003368669491
"183",5.6000058209824,-0.96997436106344
"184",5.59998498041982,-0.970017624788911
"185",5.59999453201345,-0.969993965289964
"186",5.60001911667173,-0.970008792791923
"187",5.59999802344253,-0.970021699294006
