"","Assist","PuntsBlocked","FGsBlocked","XPsBlocked","Fumble","FumLost","FrcFum","FumRec","FumTd","FumTdLen","Int","IntTd","FGAtt","FGMade","FGMiss","XPAtt","XPMade","KickRet","KickRetTD","KickRetYd","LenKickRetTD","PassYd","PassTD","IntThrown","PassAtt","PassComp","PassIncomp","PickSix","PickSixLen","Sacked","SackedYds","PassDef","Penalty","PenaltyYds","PntReturns","PntRetYd","PuntReturnedTD","LenPuntReturnTD","Punt","PuntYd","PuntIn20","TB","QBHit","RecYd","Rec","Target","RecTD","RushYd","RushTD","RushAtt","Sack","SafetyForc","Tackle","TFL"
"1",0.25,0,0,0,0,-2,1,2,6,0,2,6,0,3,-1,0,1,0,6,0.02,0,0.05,6,-3,0,0.2,-0.1,-6,0,-1,0,1,-0.25,-0.01,0,0.02,6,0,0,0.01,0.1,0,0.1,0.1,1,0,6,0.1,6,0.1,1,2,0.5,0.5
